emp_name,entry_time,scheduled_time,gender,transport,weekday,month,is_holiday,location,lateness_min,lateness_label,lateness_noisy
강채원,10:37,09:00,M,자차,4,1,0,서울,46.0,1,52.28986719358975
안지우,09:25,09:00,M,버스,4,8,0,부산,-8.0,0,-2.306495984580301
홍자,08:04,09:00,M,지하철,1,5,0,서울,-23.0,0,-25.822794182159978
서도윤,10:31,09:00,M,자차,1,8,0,서울,24.0,1,16.556194772828743
장타,10:02,09:00,M,지하철,1,2,0,부산,-13.0,0,-19.586075697983766
강하린,08:12,09:00,F,지하철,4,10,0,대구,-1.0,0,-2.5586300647755555
황예솔,08:46,09:00,M,버스,2,6,0,서울,57.0,1,64.31158566643579
홍도윤,08:03,09:00,F,버스,5,6,0,서울,-7.0,0,-10.64222706070684
박지훈,10:51,09:00,F,자차,2,10,0,대전,-10.0,0,-12.981639265046777
정민준,08:04,09:00,F,지하철,0,7,0,인천,37.0,1,33.91544450940841
권마,10:23,09:00,M,버스,0,1,0,광주,57.0,1,54.34134601855666
이민수,09:32,09:00,F,자차,2,7,0,광주,-13.0,0,-13.056134220433137
한유진,09:44,09:00,M,지하철,2,8,0,서울,-8.0,0,-14.400250872758779
서서연,10:26,09:00,M,버스,5,4,0,인천,-17.0,0,-11.578200218365243
박도윤,10:41,09:00,F,자차,3,3,0,대전,-28.0,0,-28.724105390048233
박민수,08:22,09:00,M,자차,1,1,0,대구,-21.0,0,-8.604327126373324
전지안,08:03,09:00,F,버스,1,11,0,대전,-9.0,0,-14.867854992750075
임나,08:22,09:00,M,자차,3,1,0,대전,-20.0,0,-12.050669140875458
한마,10:02,09:00,F,지하철,2,8,0,인천,11.0,1,17.956726989932434
한하,09:42,09:00,F,지하철,4,11,0,서울,-29.0,0,-31.058420044228246
정민준,08:15,09:00,F,도보,6,5,0,인천,-7.0,0,-8.975303067559338
강현우,08:42,09:00,F,자차,2,3,0,대전,-6.0,0,-10.606489080649483
전지우,09:36,09:00,F,버스,3,9,0,인천,-1.0,0,-5.549107126197775
윤지후,10:11,09:00,M,버스,5,8,1,광주,47.0,1,46.99697025112571
윤민수,09:01,09:00,M,버스,1,1,0,인천,-25.0,0,-24.896520078768194
윤채원,10:50,09:00,M,지하철,3,7,0,대구,-24.0,0,-32.01177633470582
신민수,10:58,09:00,F,자차,2,1,0,대전,58.0,1,69.46752661662931
오주원,10:17,09:00,F,자차,4,5,0,서울,-12.0,0,-13.297584285815311
장민수,09:21,09:00,F,버스,5,4,0,대구,-26.0,0,-25.671938613914058
황민준,10:37,09:00,F,지하철,0,11,0,서울,-19.0,0,-22.13118716706721
강가,10:11,09:00,M,지하철,1,12,0,인천,-29.0,0,-30.33504769545917
홍서연,09:33,09:00,F,지하철,0,9,0,대전,-27.0,0,-28.789390556221043
이현서,09:19,09:00,F,자차,0,9,0,대전,34.0,1,33.985347870873696
권도윤,10:29,09:00,M,버스,0,1,0,부산,-28.0,0,-28.07294955214057
전현우,09:40,09:00,M,지하철,4,1,0,광주,-11.0,0,-6.9756682572946485
조주원,08:32,09:00,F,자차,6,10,0,대전,-19.0,0,-17.863900314506118
한마,10:59,09:00,M,도보,2,6,0,대전,12.0,1,15.521415101997516
정현우,08:12,09:00,F,지하철,6,7,0,인천,59.0,1,58.950945890972825
박시현,10:05,09:00,F,버스,5,9,0,부산,-5.0,0,-3.8437372244705457
박채원,09:58,09:00,F,버스,5,5,0,대구,-26.0,0,-27.206528413416358
윤현서,09:45,09:00,F,지하철,5,9,1,광주,-9.0,0,-3.984441328311756
홍타,08:09,09:00,F,버스,1,9,0,인천,-13.0,0,-11.386887852420378
장지안,09:28,09:00,F,자차,3,3,0,대구,6.0,1,5.209625727435497
정채원,10:40,09:00,F,지하철,3,9,0,부산,-17.0,0,-17.939550672756603
안유진,08:43,09:00,M,지하철,4,3,0,인천,-23.0,0,-23.546196706234984
류도윤,10:04,09:00,F,자차,5,4,0,대구,10.0,1,10.152219618385159
정바,10:34,09:00,F,지하철,0,10,0,대구,-21.0,0,-21.281805506094603
황나,10:51,09:00,F,자차,4,12,0,대전,-28.0,0,-30.7942082760568
황지후,09:32,09:00,M,자차,5,1,0,서울,-21.0,0,-17.175497223658695
송예솔,08:56,09:00,M,자차,0,8,0,부산,36.0,1,40.14037996274085
조다,10:05,09:00,F,자차,2,7,0,대전,-23.0,0,-14.080715810496267
강하,09:27,09:00,M,자차,6,8,0,대전,50.0,1,46.98185144677619
장아,09:52,09:00,M,자차,0,10,0,부산,-17.0,0,-13.667806374239472
류채원,10:13,09:00,F,버스,1,1,0,대전,-12.0,0,-21.545686581413413
오가,10:07,09:00,M,지하철,5,9,0,부산,19.0,1,23.14521532510944
홍가,08:43,09:00,F,지하철,1,4,0,서울,-27.0,0,-34.28291057503593
최아,10:16,09:00,M,버스,4,2,0,부산,5.0,1,0.07834448213857304
강지안,09:37,09:00,M,지하철,6,6,0,인천,-11.0,0,-9.338873354920906
안하은,10:47,09:00,F,버스,3,1,1,서울,-18.0,0,-21.10749517711156
류예솔,09:58,09:00,M,지하철,3,8,1,부산,-8.0,0,-11.791767550014551
신현서,10:40,09:00,F,지하철,3,7,0,광주,-14.0,0,-16.42408011249173
박나,10:56,09:00,F,지하철,2,7,0,인천,43.0,1,46.64812995959263
장사,10:59,09:00,M,자차,2,1,0,인천,-11.0,0,-15.664451982088718
송도윤,10:14,09:00,F,버스,3,10,0,대전,-7.0,0,-7.270774321112679
박지안,09:47,09:00,M,자차,6,1,0,부산,-24.0,0,-25.89328142269668
서마,08:21,09:00,F,버스,6,4,0,대전,-23.0,0,-18.90054614335493
최다온,09:09,09:00,M,자차,6,5,0,대구,-21.0,0,-16.760391229585785
안하은,09:25,09:00,M,자차,0,9,1,대전,-2.0,0,-11.176408987180563
류서연,10:20,09:00,M,지하철,2,5,0,광주,-7.0,0,-1.7744529061784258
안서연,09:45,09:00,F,도보,5,10,0,부산,55.0,1,51.94622046770594
서사,09:19,09:00,M,지하철,3,12,0,부산,-6.0,0,-4.81853900701663
김지안,08:26,09:00,F,버스,2,10,0,인천,-21.0,0,-25.694543701916484
강채원,10:08,09:00,M,자차,2,1,0,인천,-26.0,0,-24.144326986451084
한유진,09:17,09:00,M,지하철,0,10,0,부산,7.0,1,19.75674476810551
전현우,08:06,09:00,F,버스,2,3,0,부산,-11.0,0,-10.364172193574834
강하은,08:51,09:00,M,지하철,2,11,0,대전,38.0,1,35.70076141176821
서현우,10:38,09:00,M,지하철,2,12,0,광주,-9.0,0,-10.160806173377706
김유진,08:21,09:00,F,지하철,3,2,0,부산,-16.0,0,-23.3451497861901
강유진,09:13,09:00,F,지하철,1,2,0,광주,-29.0,0,-21.75518356917771
안타,09:32,09:00,M,지하철,1,9,0,서울,56.0,1,57.56441553798305
황서윤,08:15,09:00,F,자차,6,2,0,대구,-11.0,0,-16.244489531489233
임예솔,08:29,09:00,F,버스,2,12,0,서울,-8.0,0,-13.081591450643765
안예솔,10:49,09:00,M,버스,1,7,0,인천,25.0,1,25.07641189574413
임차,09:46,09:00,F,자차,4,7,0,부산,55.0,1,59.65997696669243
홍채원,08:37,09:00,F,지하철,3,11,0,부산,-15.0,0,-20.754949543684855
서바,08:30,09:00,F,지하철,4,3,0,부산,51.0,1,56.567046709335855
윤지안,09:16,09:00,M,자차,1,7,0,부산,45.0,1,44.541832240215484
한유진,10:10,09:00,M,도보,5,12,0,서울,-27.0,0,-31.651216925035484
서카,10:11,09:00,F,버스,1,1,0,인천,2.0,1,-0.33845213286488907
장다,08:35,09:00,F,지하철,5,3,0,대전,-21.0,0,-12.257230614351451
박시현,10:10,09:00,M,자차,2,2,0,부산,-15.0,0,-21.941066682726685
황예린,10:41,09:00,M,자차,2,5,0,광주,-21.0,0,-24.659464779730733
박하,08:40,09:00,F,버스,2,2,0,인천,0.0,0,4.762917923174602
강다,08:04,09:00,F,지하철,2,3,0,부산,58.0,1,59.08228521726817
조아,10:52,09:00,M,지하철,4,11,0,서울,-22.0,0,-25.95620409129026
황서윤,09:33,09:00,M,버스,3,6,0,광주,-2.0,0,2.8239661818241153
송서연,10:19,09:00,F,도보,0,5,0,서울,-11.0,0,-5.938521334154096
안사,08:57,09:00,F,자차,3,6,0,대구,-10.0,0,-8.343046657409595
장라,08:53,09:00,F,지하철,1,12,0,서울,-20.0,0,-23.06198293791757
장나,08:40,09:00,F,자차,0,6,0,광주,-7.0,0,-9.29152309917179
송시현,08:39,09:00,F,자차,5,6,0,대전,-7.0,0,-5.576619673508008
장사,09:24,09:00,M,버스,2,12,0,부산,-26.0,0,-32.5596453060669
서시현,08:19,09:00,M,자차,4,1,0,부산,-14.0,0,-7.361075594334438
정지후,10:31,09:00,M,지하철,1,6,0,인천,-22.0,0,-13.49895455662081
강하은,09:32,09:00,M,지하철,2,9,0,인천,-17.0,0,-18.179774249201355
최다,10:44,09:00,F,버스,2,7,0,대구,-18.0,0,-16.219477537845965
윤도윤,09:30,09:00,F,버스,0,11,0,대구,-20.0,0,-14.07098978575337
홍카,08:54,09:00,M,도보,6,11,0,부산,-20.0,0,-10.222195807161556
최라,09:32,09:00,M,버스,2,5,0,부산,-27.0,0,-19.215093322546508
김사,08:27,09:00,M,지하철,4,10,0,인천,-23.0,0,-31.677687566793963
류바,10:28,09:00,M,지하철,3,3,0,광주,-9.0,0,-10.577768441637595
오카,10:09,09:00,M,버스,3,3,0,광주,29.0,1,31.503441257416096
윤유진,08:26,09:00,M,지하철,4,12,0,인천,-5.0,0,-7.471086484509658
김지우,09:44,09:00,F,자차,3,1,0,광주,-25.0,0,-16.086166274798178
임예솔,09:36,09:00,M,지하철,0,5,0,인천,-11.0,0,-2.853124135986837
송현서,08:36,09:00,F,지하철,4,8,0,대구,-9.0,0,-13.079650706293648
윤유진,08:21,09:00,M,자차,0,5,0,대구,-3.0,0,-3.812000099528618
권가,10:16,09:00,M,지하철,3,11,0,인천,-16.0,0,-19.747770680948186
임유진,08:47,09:00,F,자차,2,4,1,부산,-15.0,0,-15.975642220530847
임하린,09:33,09:00,F,버스,3,7,0,광주,-24.0,0,-25.127161746666918
신민준,08:44,09:00,M,버스,0,2,0,부산,-22.0,0,-17.228710426265707
권라,09:57,09:00,M,자차,4,3,0,서울,-21.0,0,-25.442323318669175
이민준,08:08,09:00,M,자차,2,3,0,대구,23.0,1,9.916251975221181
권지우,09:04,09:00,M,자차,0,9,0,서울,-16.0,0,-24.022715411174097
최주원,09:38,09:00,F,지하철,0,3,0,부산,-25.0,0,-30.14150806353365
황예린,09:19,09:00,M,지하철,3,9,0,대구,-29.0,0,-32.278457944985355
신현서,09:50,09:00,M,자차,4,5,0,서울,-24.0,0,-23.064127996923933
전아,08:32,09:00,M,버스,3,7,1,부산,-10.0,0,-15.398969527644297
정다,09:19,09:00,M,자차,5,11,0,인천,-8.0,0,-14.055502951299658
황가,10:16,09:00,M,버스,5,11,0,대구,0.0,0,-4.6472370882605505
안지후,09:00,09:00,M,자차,6,1,0,대전,-29.0,0,-34.578270005798906
김다온,08:28,09:00,F,지하철,6,10,0,서울,-21.0,0,-23.772468721478226
황다,10:32,09:00,M,버스,6,12,0,광주,4.0,1,1.0135630205246722
전예린,10:20,09:00,M,지하철,5,9,0,인천,51.0,1,54.44528408486905
안지훈,10:02,09:00,F,버스,3,3,0,인천,21.0,1,16.052353074651887
전민준,10:23,09:00,F,자차,3,8,0,광주,12.0,1,10.212016858351143
전라,10:20,09:00,M,버스,4,8,0,서울,1.0,1,-1.7251133995838446
오예린,10:14,09:00,M,지하철,1,8,0,광주,36.0,1,40.04442488018784
전지후,09:31,09:00,F,자차,4,6,0,부산,-28.0,0,-28.77139638008852
안카,08:03,09:00,M,자차,4,7,0,인천,-23.0,0,-17.74651638300403
서도윤,09:47,09:00,F,버스,3,8,0,부산,-12.0,0,-17.761850880024042
송하은,08:49,09:00,M,도보,5,6,0,대구,-4.0,0,-4.246833042174099
서아,10:19,09:00,M,버스,4,10,0,광주,-1.0,0,-3.879455085149662
류민수,09:24,09:00,F,자차,6,9,0,대전,-23.0,0,-29.13023048942802
류아,10:42,09:00,M,지하철,6,4,0,대전,-9.0,0,-9.337555204925287
안현우,09:47,09:00,F,지하철,5,8,0,광주,31.0,1,39.66463879117612
윤카,09:39,09:00,F,지하철,2,10,0,인천,-11.0,0,-15.264544014630665
정다,10:45,09:00,M,지하철,1,6,0,인천,25.0,1,24.362725090811168
오바,09:25,09:00,M,버스,2,9,0,대전,-25.0,0,-31.561158097962757
황지우,09:07,09:00,M,지하철,4,2,0,부산,-14.0,0,-21.296138859520045
황다온,09:06,09:00,F,자차,6,5,0,대전,-28.0,0,-31.936261646714506
최지후,10:37,09:00,M,지하철,6,9,0,인천,-16.0,0,-18.249915058145902
강현서,10:16,09:00,F,지하철,4,11,0,인천,34.0,1,31.97208479534425
전카,08:29,09:00,F,도보,4,8,0,인천,-24.0,0,-25.13012507539613
전현우,09:28,09:00,F,자차,6,8,1,광주,-3.0,0,-11.241663203516849
박하은,09:06,09:00,M,도보,4,5,0,광주,-11.0,0,-14.129731057534862
장사,09:56,09:00,M,버스,0,9,0,서울,24.0,1,26.508792367018376
정타,08:09,09:00,F,지하철,3,5,0,광주,-5.0,0,-11.791225364472687
오민준,10:08,09:00,F,버스,2,1,0,광주,-1.0,0,-2.7757284742253554
서라,10:13,09:00,M,버스,4,3,0,대전,-29.0,0,-27.53578120030966
강나,08:40,09:00,F,지하철,4,8,0,대전,12.0,1,8.088665389881651
한지후,08:27,09:00,M,자차,2,12,0,대전,-15.0,0,-13.292378019195763
장타,09:52,09:00,F,자차,2,6,0,서울,-10.0,0,-17.605631396925155
강가,08:46,09:00,F,자차,0,11,0,인천,-11.0,0,-6.557752135338973
안자,10:49,09:00,M,버스,2,10,0,대전,58.0,1,59.82900366546848
최하은,10:19,09:00,M,자차,5,7,0,대전,-7.0,0,-6.721672982452664
서지우,10:51,09:00,M,지하철,4,10,0,인천,-3.0,0,2.6240901315292033
이하은,09:36,09:00,M,도보,6,5,0,대전,20.0,1,18.353254703816926
류파,10:48,09:00,M,버스,6,6,0,대전,-27.0,0,-30.08928056230956
박자,08:02,09:00,F,지하철,5,9,0,서울,-3.0,0,3.8627214204862312
서지훈,08:52,09:00,M,지하철,1,8,0,대전,-11.0,0,-1.7961709888260255
최현서,08:00,09:00,M,자차,2,7,0,인천,-4.0,0,-7.467188530588814
전지후,10:01,09:00,M,도보,0,6,0,인천,-27.0,0,-27.568716185539078
최지안,09:31,09:00,M,자차,0,12,0,부산,-6.0,0,-0.7747872836927288
김민준,08:51,09:00,F,자차,1,1,0,대전,-11.0,0,-11.390725009053861
신예린,08:54,09:00,M,도보,1,1,0,부산,-22.0,0,-19.027057456310082
전라,09:55,09:00,F,자차,0,6,0,대구,-17.0,0,-13.097982012558088
권지안,08:32,09:00,M,지하철,5,1,0,부산,-11.0,0,-13.81152287778272
류도윤,09:32,09:00,F,자차,3,5,0,대전,-16.0,0,-13.903626682998704
전현서,09:50,09:00,F,지하철,4,7,0,대구,-13.0,0,-13.030963472549685
안카,08:43,09:00,M,지하철,4,5,0,서울,-8.0,0,-14.084342966968812
강지안,08:41,09:00,M,버스,6,3,0,서울,-17.0,0,-21.948263232142
윤타,09:03,09:00,F,지하철,1,4,0,대전,-10.0,0,-13.262084621981844
김시현,09:46,09:00,F,도보,2,8,0,부산,-28.0,0,-23.35740074598698
최채원,08:45,09:00,M,도보,2,12,0,광주,40.0,1,44.806790811566636
윤자,09:08,09:00,F,지하철,3,10,0,서울,-13.0,0,-9.250435408391912
이채원,09:37,09:00,F,자차,3,7,0,대전,15.0,1,17.20055351632809
서바,08:33,09:00,F,버스,5,2,0,인천,34.0,1,36.064131535782195
박예린,09:42,09:00,M,지하철,3,3,0,부산,-22.0,0,-20.61219775222585
서도윤,08:24,09:00,F,지하철,1,6,0,대전,-7.0,0,-4.962014722891829
한지우,08:25,09:00,F,지하철,3,3,0,부산,-19.0,0,-16.62318708167899
강카,08:42,09:00,F,지하철,6,9,0,대전,-16.0,0,-23.022110828636905
정자,08:51,09:00,M,지하철,4,5,0,인천,36.0,1,32.04876427027881
홍민준,08:05,09:00,F,지하철,4,11,0,대구,51.0,1,45.85539187758979
임라,10:53,09:00,M,지하철,1,4,0,서울,-22.0,0,-16.464274961729956
조하린,08:55,09:00,M,도보,0,6,0,부산,-13.0,0,-4.729499482081936
임현우,10:24,09:00,M,지하철,1,9,0,서울,56.0,1,45.15476039793913
송파,10:42,09:00,M,지하철,0,3,0,대전,-21.0,0,-13.175926940641695
송바,10:24,09:00,F,버스,3,10,0,서울,-1.0,0,-0.5663931323423522
류현우,10:29,09:00,F,지하철,6,8,0,서울,-20.0,0,-14.93640090420649
오예린,08:18,09:00,M,버스,3,8,0,서울,-22.0,0,-19.467664227075517
정시현,09:06,09:00,M,지하철,4,6,0,대전,-14.0,0,-6.798024732000397
조하은,10:14,09:00,M,자차,5,12,0,대전,59.0,1,60.04871216678748
장서윤,09:43,09:00,F,버스,5,10,1,광주,-1.0,0,-7.817272294064583
안라,08:01,09:00,M,자차,4,3,0,서울,10.0,1,9.47162558113395
윤하,09:42,09:00,M,버스,5,7,0,인천,-17.0,0,-14.421719769465971
박예솔,10:24,09:00,F,버스,1,11,0,대전,-23.0,0,-24.079805507671793
홍지안,10:29,09:00,F,지하철,2,4,0,서울,10.0,1,13.288658610763353
박지후,09:09,09:00,M,지하철,2,7,1,광주,-13.0,0,-13.32848694320222
조하은,08:42,09:00,M,버스,5,10,0,서울,-2.0,0,-4.97754659557435
송민준,08:55,09:00,M,지하철,2,4,0,광주,-11.0,0,-16.429891916557704
전자,08:53,09:00,F,지하철,6,7,0,인천,-29.0,0,-30.959076912666724
강하,09:02,09:00,F,자차,1,7,0,대전,-8.0,0,-6.977141751498364
권현서,08:54,09:00,M,지하철,1,3,0,대구,59.0,1,49.203040978720246
송다,09:22,09:00,M,지하철,5,3,0,광주,-15.0,0,-18.900382053575115
박나,08:07,09:00,M,자차,5,7,0,대전,-10.0,0,-19.983460223871994
윤가,08:49,09:00,M,지하철,4,3,0,부산,-21.0,0,-24.0853742698902
이현우,08:56,09:00,F,자차,2,12,0,인천,-12.0,0,-6.013426328563883
오타,08:27,09:00,M,도보,0,7,0,대구,-11.0,0,-16.93058190864418
이서윤,10:38,09:00,F,도보,2,9,0,대구,8.0,1,11.515798729306647
장지우,10:01,09:00,M,버스,3,5,0,광주,20.0,1,34.2441256365616
임지안,10:44,09:00,F,지하철,2,4,0,부산,-17.0,0,-9.73230934371325
장지후,09:41,09:00,M,자차,6,6,0,서울,49.0,1,49.66756690195606
최사,08:19,09:00,F,자차,6,9,0,대구,-17.0,0,-12.707827721017587
장타,10:42,09:00,M,자차,5,5,0,광주,-14.0,0,-20.84841401218396
장다,09:22,09:00,M,지하철,0,4,0,서울,-7.0,0,-14.86707326705277
안타,10:03,09:00,M,지하철,0,2,0,대구,37.0,1,37.14349054539697
전차,09:08,09:00,F,지하철,3,7,0,광주,11.0,1,12.993052817342058
류현우,09:28,09:00,M,지하철,4,9,0,대구,-3.0,0,2.472021421246202
정주원,09:28,09:00,M,지하철,4,7,1,인천,-20.0,0,-22.843810707006575
임차,08:51,09:00,F,도보,2,4,0,인천,49.0,1,49.96697742180823
박예린,09:39,09:00,F,지하철,0,3,0,광주,-10.0,0,-9.204442217235128
강예린,10:12,09:00,F,자차,2,5,0,대전,-18.0,0,-18.656970527882336
강예솔,08:03,09:00,M,도보,5,5,0,대구,-11.0,0,-11.362374380670007
최예솔,08:23,09:00,M,지하철,6,3,0,대구,-25.0,0,-29.273522513197804
조차,10:31,09:00,M,버스,6,12,0,부산,-21.0,0,-19.601462958075185
오다온,09:42,09:00,M,자차,4,4,0,대구,55.0,1,55.97524990097539
황사,10:55,09:00,F,지하철,0,4,0,대전,-12.0,0,-14.200058829780176
임현우,09:48,09:00,F,버스,6,8,0,인천,-9.0,0,-5.6711286698821635
조사,09:57,09:00,F,자차,1,10,0,광주,-22.0,0,-16.86084205783852
안하은,10:41,09:00,F,자차,1,6,0,대구,14.0,1,17.386881479877314
임지안,09:58,09:00,M,자차,6,9,0,광주,0.0,0,-5.212216600303622
전유진,08:59,09:00,F,도보,3,2,0,광주,-1.0,0,-0.5017711656900417
이예솔,09:35,09:00,F,지하철,1,7,0,인천,18.0,1,13.44284218568274
홍유진,08:42,09:00,F,자차,3,1,0,대전,-2.0,0,-1.5172262685008338
신예솔,09:00,09:00,F,자차,0,2,0,대전,-10.0,0,-14.53768348509957
박현우,10:02,09:00,M,자차,2,8,0,서울,-14.0,0,-7.6141833132260714
권유진,08:26,09:00,M,자차,6,3,0,부산,-8.0,0,-4.08334265490079
윤유진,10:00,09:00,M,자차,2,1,0,대전,-5.0,0,0.7649465267119462
전채원,09:45,09:00,F,자차,6,3,1,대구,22.0,1,27.258610450977482
서서연,08:55,09:00,M,지하철,3,10,0,부산,-9.0,0,-10.352998557868325
최나,08:08,09:00,M,자차,4,8,0,광주,23.0,1,20.871951282362872
신사,10:06,09:00,M,지하철,4,5,0,인천,-14.0,0,-5.291380856499234
오시현,10:28,09:00,M,버스,3,12,0,서울,-8.0,0,-8.825598250862075
정아,10:11,09:00,F,자차,0,5,0,서울,-17.0,0,-23.772903212359996
박하,09:15,09:00,F,자차,6,11,0,광주,-11.0,0,-5.962666331670875
장자,09:57,09:00,F,버스,3,5,0,광주,59.0,1,59.7188783413186
장자,09:14,09:00,M,버스,4,1,0,대구,-28.0,0,-20.47027938010509
조서윤,09:04,09:00,M,지하철,3,2,0,대전,-29.0,0,-27.785151610095756
강파,08:58,09:00,M,지하철,4,4,0,서울,-19.0,0,-19.100007436733566
최서윤,08:37,09:00,F,지하철,2,3,0,대전,23.0,1,30.630604043873447
윤채원,10:54,09:00,F,도보,5,2,0,서울,4.0,1,-3.6923317251849364
황마,09:59,09:00,M,지하철,1,5,0,인천,-16.0,0,-18.926811523015036
권라,08:31,09:00,M,도보,4,12,0,대전,0.0,0,-4.436814859276041
황채원,10:35,09:00,M,지하철,4,3,0,인천,11.0,1,0.024601107133578992
박지안,08:27,09:00,F,자차,3,3,0,광주,-18.0,0,-13.634117859916984
황지우,09:46,09:00,M,버스,0,12,0,대구,-11.0,0,-13.787092069914696
조하은,08:29,09:00,F,자차,2,3,0,부산,-8.0,0,-3.4731597917671255
권민준,09:05,09:00,M,자차,0,10,0,부산,-23.0,0,-21.05456754382698
홍사,09:58,09:00,M,자차,3,8,0,서울,18.0,1,21.03571233313842
임채원,10:59,09:00,F,도보,4,12,0,부산,-1.0,0,-3.2769974042032377
서서윤,10:58,09:00,F,버스,3,7,0,부산,-7.0,0,-10.821240719925243
김마,10:41,09:00,F,지하철,5,8,0,광주,-23.0,0,-22.551195623901396
이하린,08:42,09:00,M,지하철,2,3,0,부산,32.0,1,36.595840916540844
서예솔,08:16,09:00,M,자차,2,7,0,서울,-27.0,0,-27.25191002741871
권시현,10:43,09:00,F,버스,3,9,0,광주,-15.0,0,-18.50968161316146
장마,10:46,09:00,F,버스,1,12,0,인천,3.0,1,-2.995090456991793
임다,08:50,09:00,M,버스,5,2,0,부산,-15.0,0,-13.979184923380865
전지후,08:03,09:00,F,지하철,5,2,0,광주,-29.0,0,-31.77033767464269
박카,09:56,09:00,F,자차,2,1,1,부산,-2.0,0,-2.3587029369486996
최민수,08:13,09:00,F,자차,5,10,1,광주,36.0,1,34.8061060887567
박다,08:07,09:00,M,자차,0,1,0,서울,-14.0,0,-16.222154873422728
류예린,10:48,09:00,F,자차,1,11,0,인천,-7.0,0,-5.530982196202439
김가,09:29,09:00,F,자차,1,5,0,인천,-14.0,0,-11.227479579279464
안민수,08:20,09:00,M,버스,2,4,0,대구,45.0,1,54.82639472325392
박서연,09:57,09:00,M,도보,1,12,0,광주,-27.0,0,-23.21016142657744
정지후,09:06,09:00,F,지하철,3,9,0,대구,-17.0,0,-9.031588352629297
장현우,09:36,09:00,M,자차,5,7,0,인천,-29.0,0,-33.09300185700869
신지우,10:41,09:00,M,자차,3,11,0,부산,-15.0,0,-23.00472385363512
오다,08:42,09:00,M,버스,3,10,1,인천,-25.0,0,-25.072151278600792
윤지안,09:56,09:00,F,지하철,0,8,0,광주,-5.0,0,-0.709863779254504
류다,10:29,09:00,F,버스,1,4,0,대전,-9.0,0,-5.494191409202852
박시현,09:16,09:00,F,지하철,5,12,0,대구,-8.0,0,-1.9430921383671258
전채원,10:54,09:00,F,도보,5,9,1,대구,-23.0,0,-35.68272679492603
오주원,09:20,09:00,F,지하철,0,12,0,대구,-15.0,0,-8.735115525578962
안도윤,09:22,09:00,M,지하철,0,12,0,대전,25.0,1,26.677313132148203
황가,10:39,09:00,M,버스,5,7,1,대전,52.0,1,44.27993327437493
한차,09:54,09:00,M,지하철,1,5,0,인천,-6.0,0,-2.382355766355971
조사,10:36,09:00,M,지하철,4,12,0,광주,-5.0,0,-4.152587115835184
강예솔,10:22,09:00,M,버스,5,12,0,서울,-11.0,0,-9.093853507109745
한민준,10:08,09:00,F,버스,5,2,0,광주,-4.0,0,0.9955457515768078
김지훈,08:43,09:00,M,지하철,3,8,0,광주,-20.0,0,-17.848623157846422
신예솔,09:11,09:00,M,버스,2,8,0,광주,-25.0,0,-32.36412549234843
최가,10:35,09:00,F,버스,5,9,0,인천,-29.0,0,-29.715131348914547
서사,09:50,09:00,M,자차,4,12,0,대전,-7.0,0,-15.088225854254459
이서연,08:50,09:00,F,지하철,5,4,0,인천,40.0,1,43.24530940279446
오현서,08:58,09:00,F,지하철,3,12,0,대전,-13.0,0,-6.010148792079802
서하,10:19,09:00,F,도보,6,8,0,부산,-15.0,0,-21.207259812761627
조파,08:32,09:00,F,버스,5,1,0,인천,57.0,1,53.64268119733795
한민수,08:20,09:00,M,지하철,0,7,0,대구,-14.0,0,-18.41184660561084
황채원,10:17,09:00,F,자차,2,2,0,대전,-13.0,0,-15.269526359691685
정채원,08:51,09:00,M,지하철,5,12,0,대전,-6.0,0,-3.9378842090056603
안현우,10:17,09:00,F,자차,0,10,0,대전,-3.0,0,-5.2153456105057945
이예솔,09:36,09:00,F,자차,4,11,0,부산,10.0,1,13.262650863495125
한지후,10:59,09:00,F,도보,2,8,0,대구,-12.0,0,-6.673101149620125
한서연,09:34,09:00,M,도보,1,5,0,서울,-2.0,0,3.508796306646385
권현우,10:36,09:00,F,지하철,3,6,0,대전,-1.0,0,-6.5909054768482385
최민준,10:33,09:00,F,자차,6,12,0,부산,-15.0,0,-8.070355277636384
황지안,08:38,09:00,F,지하철,6,2,0,인천,-25.0,0,-17.669638575618805
홍하,10:59,09:00,M,자차,2,11,0,대구,-16.0,0,-8.236600343814157
김도윤,10:14,09:00,F,버스,0,6,0,대전,0.0,0,-0.7890740985884788
윤라,08:19,09:00,M,지하철,6,8,1,광주,-25.0,0,-28.759212366551388
서현서,08:01,09:00,M,지하철,6,9,0,광주,7.0,1,2.0787940425995775
박하은,08:48,09:00,F,지하철,4,1,0,인천,-20.0,0,-25.508899432874095
신도윤,08:02,09:00,M,지하철,4,2,0,서울,-9.0,0,-8.941547966675657
안하은,09:04,09:00,M,지하철,3,2,0,대전,-8.0,0,-3.7607407175478738
한현서,10:59,09:00,F,도보,0,10,0,서울,-26.0,0,-19.467207795063278
이차,09:26,09:00,F,버스,1,1,0,대구,29.0,1,26.572214418188246
오서연,08:04,09:00,M,자차,1,8,0,대구,50.0,1,49.806558664598555
권차,09:28,09:00,M,자차,6,2,0,대구,-14.0,0,-14.52093776700723
조가,08:39,09:00,M,자차,0,10,0,대전,-4.0,0,-7.176401249325695
황서윤,10:34,09:00,M,지하철,3,12,0,부산,-8.0,0,-4.321252351196904
한마,08:16,09:00,F,자차,2,5,0,인천,-7.0,0,-5.185758766883872
